"REF_DATE","GEO","DGUID","Homicides","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007","Oshawa, Ontario","2021A003535532","Number of homicide victims","Number","223","units","0","v1489168","17.1","5","","","","0"
"2008","Oshawa, Ontario","2021A003535532","Number of homicide victims","Number","223","units","0","v1489168","17.1","4","","","","0"
"2009","Oshawa, Ontario","2021A003535532","Number of homicide victims","Number","223","units","0","v1489168","17.1","3","","","","0"
"2010","Oshawa, Ontario","2021A003535532","Number of homicide victims","Number","223","units","0","v1489168","17.1","6","","","","0"
"2011","Oshawa, Ontario","2021A003535532","Number of homicide victims","Number","223","units","0","v1489168","17.1","0","","","","0"
"2012","Oshawa, Ontario","2021A003535532","Number of homicide victims","Number","223","units","0","v1489168","17.1","3","","","","0"
"2013","Oshawa, Ontario","2021A003535532","Number of homicide victims","Number","223","units","0","v1489168","17.1","4","","","","0"
"2014","Oshawa, Ontario","2021A003535532","Number of homicide victims","Number","223","units","0","v1489168","17.1","0","","","","0"
"2015","Oshawa, Ontario","2021A003535532","Number of homicide victims","Number","223","units","0","v1489168","17.1","2","","","","0"
"2016","Oshawa, Ontario","2021A003535532","Number of homicide victims","Number","223","units","0","v1489168","17.1","4","","","","0"
"2017","Oshawa, Ontario","2021A003535532","Number of homicide victims","Number","223","units","0","v1489168","17.1","5","","","","0"
"2018","Oshawa, Ontario","2021A003535532","Number of homicide victims","Number","223","units","0","v1489168","17.1","8","","","","0"
"2019","Oshawa, Ontario","2021A003535532","Number of homicide victims","Number","223","units","0","v1489168","17.1","4","","","","0"
"2020","Oshawa, Ontario","2021A003535532","Number of homicide victims","Number","223","units","0","v1489168","17.1","7","","","","0"
"2021","Oshawa, Ontario","2021A003535532","Number of homicide victims","Number","223","units","0","v1489168","17.1","10","","","","0"
"2022","Oshawa, Ontario","2021A003535532","Number of homicide victims","Number","223","units","0","v1489168","17.1","3","","","","0"
"1981","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","4","","","","0"
"1982","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","3","","","","0"
"1983","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","1","","","","0"
"1984","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","6","","","","0"
"1985","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","9","","","","0"
"1986","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","5","","","","0"
"1987","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","9","","","","0"
"1988","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","9","","","","0"
"1989","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","5","","","","0"
"1990","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","3","","","","0"
"1991","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","9","","","","0"
"1992","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","8","","","","0"
"1993","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","7","","","","0"
"1994","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","8","","","","0"
"1995","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","6","","","","0"
"1996","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","7","","","","0"
"1997","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","11","","","","0"
"1998","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","12","","","","0"
"1999","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","7","","","","0"
"2000","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","8","","","","0"
"2001","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","3","","","","0"
"2002","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","5","","","","0"
"2003","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","3","","","","0"
"2004","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","9","","","","0"
"2005","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","11","","","","0"
"2006","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","6","","","","0"
"2007","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","7","","","","0"
"2008","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","7","","","","0"
"2009","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","12","","","","0"
"2010","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","12","","","","0"
"2011","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","18","","","","0"
"2012","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","12","","","","0"
"2013","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","6","","","","0"
"2014","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","5","","","","0"
"2015","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","8","","","","0"
"2016","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","12","","","","0"
"2017","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","8","","","","0"
"2018","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","7","","","","0"
"2019","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","3","","","","0"
"2020","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","9","","","","0"
"2021","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","11","","","","0"
"2022","Halifax, Nova Scotia","2021A003512205","Number of homicide victims","Number","223","units","0","v1489162","14.1","10","","","","0"
"1981","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","3","","","","0"
"1982","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","2","","","","0"
"1983","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","7","","","","0"
"1984","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","8","","","","0"
"1985","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","2","","","","0"
"1986","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","6","","","","0"
"1987","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","2","","","","0"
"1988","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","7","","","","0"
"1989","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","4","","","","0"
"1990","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","8","","","","0"
"1991","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","2","","","","0"
"1992","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","5","","","","0"
"1993","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","7","","","","0"
"1994","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","6","","","","0"
"1995","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","6","","","","0"
"1996","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","6","","","","0"
"1997","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","6","","","","0"
"1998","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","10","","","","0"
"1999","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","9","","","","0"
"2000","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","7","","","","0"
"2001","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","4","","","","0"
"2002","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","3","","","","0"
"2003","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","5","","","","0"
"2004","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","5","","","","0"
"2005","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","2","","","","0"
"2006","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","4","","","","0"
"2007","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","4","","","","0"
"2008","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","5","","","","0"
"2009","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","3","","","","0"
"2010","Victoria, British Columbia","2021A003559935","Number of homicide victims","Number","223","units","0","v1489164","15.1","5","","","","0"
